,Country,Popularity,Title,Artist,Album/Single,Artist_followers,Explicit,Album,Release_date,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,Genre_new
42497,Global,5980.05,highest in the room  - remix,Travis Scott - ROSALÍA - Lil Baby,album,13434540.0,True,JACKBOYS,2019-12-27,0.5589999999999999,0.491,2.0,-6.4060000000000015,0.0,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874.0,rap
56239,Global,5947.050000000001,supermarket flowers,Ed Sheeran,album,71783101.0,False,÷ (Deluxe),2017-03-03,0.589,0.242,6.0,-10.517,1.0,0.0442,0.914,0.0,0.0887,0.257,89.749,221107.0,pop
76512,Global,5944.300000000001,barcelona,Ed Sheeran,album,71783101,False,÷ (Deluxe),2017-03-03,0.747,0.76,1.0,-4.294,1.0,0.187,0.448,0.0,0.153,0.682,99.975,191147.0,pop
55465,Global,5942.799999999997,we will rock you - remastered,Queen,album,29836055.0,False,News Of The World (2011 Remaster),1977-10-28,0.6920000000000001,0.4970000000000001,2.0,-7.316,1.0,0.119,0.6759999999999999,0.0,0.259,0.475,81.308,122067.0,rock
72848,Global,5927.849999999999,i get the bag,Gucci Mane - Migos,single,3520064,True,I Get The Bag (feat. Migos),2017-08-17,0.89,0.633,11.0,-5.475,1.0,0.168,0.0232,0.000343,0.0993,0.425,139.94799999999998,233087.0,hip hop
11914,Global,5919.800000000001,djadja  - remix,Aya Nakamura - Maluma,album,2278575.0,False,NAKAMURA (Deluxe Edition),2019-10-25,0.7909999999999999,0.682,5.0,-7.3279999999999985,1.0,0.158,0.175,0.0,0.0926,0.672,98.031,166851.0,dance/electronic
23675,Global,5919.500000000001,this city,Sam Fischer,single,64690.0,False,This City,2019-12-11,0.602,0.377,11.0,-6.212999999999999,1.0,0.0446,0.731,0.0,0.0808,0.518,73.877,194853.0,pop
74781,Global,5878.700000000003,wanted you,NAV - Lil Uzi Vert,single,2237000,True,Wanted You (feat. Lil Uzi Vert),2017-11-03,0.795,0.728,9.0,-4.712,0.0,0.0544,0.207,0.0,0.237,0.5820000000000001,146.97899999999996,228080.0,hip hop
7654,Global,5866.400000000002,mona lisa,Lil Wayne - Kendrick Lamar,album,9717614.0,True,Tha Carter V,2018-09-28,0.856,0.6940000000000001,2.0,-4.393,1.0,0.16899999999999998,0.371,0.0,0.109,0.489,122.08,324189.0,hip hop
38540,Global,5860.2,lost in the fire,Gesaffelstein - The Weeknd,single,353648.0,True,Lost in the Fire,2019,0.6629999999999999,0.675,2.0,-12.159,1.0,0.0359,0.0863,0.00133,0.117,0.17600000000000002,101.004,202093.0,dance/electronic
47840,Global,5849.900000000002,mad love,Mabel,single,1018847.0,False,Mad Love,2019-06-07,0.622,0.7959999999999999,0.0,-2.999,0.0,0.172,0.667,0.0,0.106,0.62,197.705,169813.0,pop
12697,Global,5832.949999999999,estamos bien,Bad Bunny,single,26265604.0,True,Estamos Bien,2018-06-28,0.7929999999999999,0.557,9.0,-5.6179999999999986,0.0,0.1,0.831,4.45e-06,0.103,0.468,120.118,208080.0,latin
23519,Global,5819.049999999997,remedy,Alesso,single,3485991.0,False,REMEDY,2018-08-31,0.601,0.775,0.0,-4.612,1.0,0.0473,0.269,0.0,0.0883,0.483,119.964,190295.0,house
62160,Global,5815.05,hot girl summer,Megan Thee Stallion - Ty Dolla $ign - Nicki Minaj,single,2386160,True,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2019-08-09,0.872,0.8140000000000001,0.0,-4.5680000000000005,1.0,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427.0,rap
9577,Global,5814.900000000002,omg,Camila Cabello - Quavo,single,18673543.0,False,OMG (feat. Quavo),2017-08-03,0.655,0.5760000000000001,5.0,-6.735,0.0,0.0536,0.0295,0.115,0.132,0.16699999999999998,139.953,228893.0,pop
67357,Global,5812.9,woman like me,Little Mix - Nicki Minaj,single,8158070,True,Woman Like Me (feat. Nicki Minaj),2018-10-12,0.757,0.8490000000000001,5.0,-3.424,0.0,0.0536,0.173,0.0,0.0878,0.826,150.036,228207.0,pop
39007,Global,5806.499999999999,slow hands,Niall Horan,album,6170158.0,False,Flicker (Deluxe),2017-10-20,0.7340000000000001,0.418,0.0,-6.678,1.0,0.0425,0.0129,0.0,0.0579,0.868,85.90899999999998,188174.0,pop
8824,Global,5775.049999999997,selfish,Madison Beer,single,2422150.0,False,Selfish,2020-02-14,0.378,0.461,9.0,-6.202000000000001,1.0,0.0275,0.627,0.0,0.386,0.232,75.363,223270.0,pop
7822,Global,5767.250000000001,the greatest show,Hugh Jackman - Keala Settle - Zac Efron - Zendaya - The Greatest Showman Ensemble,single,537346.0,False,The Greatest Show,2017-10-27,0.417,0.8240000000000001,11.0,-7.36,0.0,0.105,0.000239,0.0545,0.0725,0.4,157.92,302147.0,else
22633,Global,5764.000000000004,the less i know the better,Tame Impala,album,4300741.0,True,Currents,2015-07-17,0.64,0.74,4.0,-4.083,1.0,0.0284,0.0115,0.00678,0.16699999999999998,0.785,116.879,216320.0,dance/electronic
58866,Global,5762.0,walk me home,P!nk,single,9614009.0,False,Walk Me Home,2019-02-20,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0519,0.0,0.179,0.4320000000000001,88.038,177391.0,pop
6801,Global,5758.450000000003,jingle bell rock,Bobby Helms,single,16168.0,False,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),1957-12-02,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973.0,else
33588,Global,5752.749999999999,dont leave me alone,David Guetta - Anne-Marie,single,21659022.0,False,Don't Leave Me Alone (feat. Anne-Marie),2018-07-26,0.659,0.738,4.0,-5.072,0.0,0.0477,0.118,0.0,0.115,0.481,127.95,183750.0,pop
75995,Global,5751.199999999998,te quiero pa´mi,Don Omar - Zion & Lennox,compilation,4619582,False,King Of Kings 10th Anniversary (Remastered),2016-11-11,0.7609999999999999,0.82,1.0,-4.003,1.0,0.0623,0.125,2.1e-05,0.183,0.619,88.99700000000001,211627.0,latin
32976,Global,5749.099999999999,mama,Jonas Blue - William Singe,single,2975592.0,False,Mama,2017-05-05,0.741,0.79,11.0,-4.086,0.0,0.0469,0.113,0.0,0.0542,0.528,104.043,184134.0,pop
29047,Global,5741.4,over now,Post Malone,album,29173640.0,True,beerbongs & bentleys,2018-04-27,0.569,0.777,4.0,-4.041,0.0,0.0834,0.139,0.0,0.132,0.181,164.02700000000004,246987.0,rap
38887,Global,5738.25,killshot,Eminem,single,39078037.0,True,Killshot,2018-09-19,0.893,0.6509999999999999,0.0,-8.647,0.0,0.3670000000000001,0.0995,0.0,0.371,0.6,105.835,253580.0,hip hop
32283,Global,5717.900000000002,déjala que vuelva,Piso 21 - Manuel Turizo,album,6212775.0,False,Ubuntu,2018-05-11,0.6809999999999999,0.7879999999999999,1.0,-4.323,1.0,0.0785,0.0482,0.0,0.0753,0.8390000000000001,170.019,220117.0,pop
50824,Global,5696.649999999999,no idea,Don Toliver,album,1012488.0,False,Heaven Or Hell,2020-03-13,0.652,0.631,6.0,-5.718,0.0,0.0893,0.524,0.000579,0.165,0.35,127.998,154424.0,rap
44948,Global,5694.349999999999,suicidal,YNW Melly - Juice WRLD,single,4897771.0,True,Suicidal (Remix) [feat. Juice WRLD],2020-03-13,0.655,0.441,9.0,-5.245,0.0,0.0629,0.474,0.0,0.099,0.273,139.957,225857.0,rap
82535,Global,5692.050000000001,outta my head,Khalid - John Mayer,album,12829933,False,Free Spirit,2019-04-05,0.7290000000000001,0.545,0.0,-7.818,1.0,0.0316,0.0174,0.00027400000000000005,0.369,0.514,103.012,177067.0,r&b/soul
26217,Global,5665.4,bloodline,Ariana Grande,album,52571724.0,True,"thank u, next",2019-02-08,0.758,0.665,2.0,-5.188,0.0,0.0774,0.0815,0.000157,0.21600000000000005,0.643,151.976,216893.0,pop
73781,Global,5663.6,earth,Lil Dicky,single,1725769,True,Earth,2019-04-18,0.6940000000000001,0.664,2.0,-4.649,1.0,0.05,0.639,0.0,0.0929,0.6759999999999999,95.941,281500.0,rap
25862,Global,5662.050000000001,dile que tu me quieres,Ozuna,single,25013980.0,False,Dile Que Tu Me Quieres,2016-06-06,0.721,0.687,1.0,-6.682,1.0,0.0782,0.0998,0.0,0.0679,0.825,175.91400000000004,226400.0,latin
11658,Global,5655.7,el farsante - remix,Ozuna - Romeo Santos,single,25013980.0,False,El Farsante (Remix),2018-01-30,0.737,0.742,6.0,-2.875,1.0,0.0441,0.218,0.0,0.316,0.386,119.966,258000.0,latin
75583,Global,5649.0,roller,Apache 207,single,1255334,True,Roller,2019-08-23,0.928,0.758,10.0,-6.471,0.0,0.14400000000000002,0.03,0.004370000000000001,0.29,0.7290000000000001,128.005,158853.0,hip hop
64013,Global,5642.0,slide,Calvin Harris - Frank Ocean - Migos,single,20814678,True,Slide (feat. Frank Ocean & Migos),2017-02-24,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813.0,pop
8040,Global,5637.4,i’m ready,Sam Smith - Demi Lovato,single,14303985.0,False,I’m Ready (with Demi Lovato),2020-04-16,0.501,0.674,5.0,-6.363,1.0,0.0408,0.00346,3.5600000000000005e-05,0.282,0.152,155.05100000000004,200838.0,pop
43314,Global,5633.449999999999,the mack,Nevada - Mark Morrison - Fetty Wap,single,13259.0,False,The Mack,2016-09-23,0.7070000000000001,0.883,0.0,-4.2810000000000015,1.0,0.0602,0.0707,0.0,0.23,0.541,106.031,167038.0,else
25656,Global,5628.6,after hours,The Weeknd,single,25562055.0,False,After Hours,2020-02-19,0.6629999999999999,0.5670000000000001,5.0,-5.941,0.0,0.0309,0.0938,0.00978,0.124,0.139,108.959,361947.0,r&b/soul
3273,Global,5616.5,bad bad bad,Young Thug - Lil Baby,album,5647016.0,True,So Much Fun,2019-08-16,0.974,0.596,6.0,-8.888,1.0,0.184,0.0976,0.0,0.151,0.892,111.959,149040.0,hip hop
33721,Global,5611.749999999999,vossi bop,Stormzy,single,2022113.0,True,Vossi Bop,2019-04-26,0.682,0.653,8.0,-6.062,1.0,0.339,0.13,0.00116,0.129,0.428,188.115,196267.0,dance/electronic
80897,Global,5609.45,have yourself a merry little christmas,Sam Smith,single,14303985,False,Have Yourself A Merry Little Christmas,2014-12-05,0.438,0.17800000000000002,5.0,-9.402,1.0,0.0414,0.957,0.0,0.316,0.344,75.248,170964.0,pop
78156,Global,5605.450000000003,fake love,BTS,album,24755789,False,Love Yourself 轉 'Tear',2018-05-18,0.557,0.7190000000000001,2.0,-4.515,0.0,0.0372,0.00267,0.0,0.306,0.344,77.501,242334.0,k-pop
59077,Global,5601.75,heartless,The Weeknd,album,25562055.0,True,After Hours,2020-03-20,0.537,0.746,10.0,-5.5070000000000014,0.0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267.0,r&b/soul
51238,Global,5594.3,chun-li,Nicki Minaj,single,19152566.0,True,Chun-Li,2018-04-12,0.643,0.7659999999999999,6.0,-4.788,0.0,0.384,0.307,1.3800000000000003e-05,0.107,0.463,97.092,191606.0,pop
20565,Global,5551.45,the christmas song,Nat King Cole,album,1438613.0,False,The Christmas Song (Expanded Edition),1962,0.319,0.21,1.0,-15.231,1.0,0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160.0,pop
70413,Global,5545.0,im upset,Drake,single,50593376,True,I'm Upset,2018-05-26,0.899,0.5920000000000001,11.0,-7.901,0.0,0.333,0.263,0.0,0.0831,0.504,149.953,214139.0,hip hop
60522,Global,5538.700000000003,the 1,Taylor Swift,album,33485486,True,folklore,2020-07-24,0.777,0.35700000000000004,0.0,-6.942,1.0,0.0522,0.757,7.28e-06,0.108,0.172,139.88299999999998,210252.0,pop
39118,Global,5535.999999999997,mo bamba,Sheck Wes,single,981104.0,True,Mo Bamba,2017-09-19,0.738,0.629,6.0,-4.882,0.0,0.0495,0.268,0.00114,0.163,0.319,146.067,180898.0,rap
28969,Global,5529.300000000002,instruction,Jax Jones - Demi Lovato - Stefflon Don,single,820410.0,False,Instruction (feat. Demi Lovato & Stefflon Don),2017-06-16,0.767,0.934,4.0,-3.057,0.0,0.195,0.104,0.0,0.0835,0.895,121.069,165467.0,pop
66474,Global,5500.250000000001,playinwitme,KYLE - Kehlani,single,931301,False,Playinwitme (feat. Kehlani),2018-03-20,0.687,0.5870000000000001,1.0,-5.772,0.0,0.124,0.302,0.0,0.278,0.6759999999999999,156.575,193094.0,pop
35842,Global,5497.25,hope,The Chainsmokers - Winona Oak,album,16931568.0,False,Sick Boy,2018-12-14,0.773,0.6990000000000001,1.0,-5.982,0.0,0.0958,0.488,3.6000000000000007e-06,0.0814,0.513,104.941,180120.0,pop
76944,Global,5479.7,cake - challenge version,Flo Rida - 99 Percent,compilation,7795478,False,This Is A Challenge,2016-12-16,0.7859999999999999,0.8540000000000001,2.0,-4.247,1.0,0.0523,0.0729,1.63e-06,0.179,0.687,105.078,157165.0,pop
49526,Global,5473.549999999998,noticed,Lil Mosey,single,2945049.0,True,Noticed,2018-07-20,0.6990000000000001,0.5579999999999999,11.0,-7.622000000000001,1.0,0.0603,0.462,0.0,0.116,0.493,79.992,165000.0,rap
29189,Global,5464.699999999998,qué pena,Maluma - J Balvin,single,21642776.0,False,Qué Pena,2019-09-27,0.635,0.6609999999999999,11.0,-6.425,0.0,0.364,0.102,0.0,0.336,0.858,126.15,212711.0,reggaeton
4344,Global,5462.55,deja vu,J. Cole,album,11968318.0,True,4 Your Eyez Only,2016-12-09,0.657,0.421,9.0,-11.378,1.0,0.412,0.35200000000000004,0.000218,0.187,0.181,174.063,264747.0,hip hop
62789,Global,5456.050000000001,kings & queens,Ava Max,album,2457248,False,Heaven & Hell,2020-09-18,0.637,0.69,1.0,-4.057,0.0,0.0405,0.007859999999999999,0.0,0.124,0.457,129.857,162399.0,pop
35564,Global,5453.700000000002,fall,Eminem,album,39078037.0,True,Kamikaze,2018-08-31,0.83,0.546,1.0,-5.716,1.0,0.295,0.227,0.0,0.112,0.535,182.973,262494.0,hip hop
17364,Global,5437.75,new light,John Mayer,single,4770134.0,False,New Light,2018-05-10,0.828,0.6890000000000001,7.0,-7.877999999999999,1.0,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015.0,indie
44727,Global,5430.0,hot,Young Thug - Travis Scott - Gunna,single,5647016.0,True,Hot (Remix) [feat. Gunna and Travis Scott],2019-11-01,0.845,0.631,7.0,-8.206,0.0,0.21600000000000005,0.188,0.0,0.0806,0.545,111.983,279907.0,hip hop
41527,Global,5383.9,more than you know,Axwell /\ Ingrosso,single,2193315.0,False,More Than You Know,2017-05-24,0.645,0.741,5.0,-4.989,0.0,0.0339,0.0323,0.0,0.29,0.534,123.07,203000.0,house
14140,Global,5377.0,soltera,Lunay - Daddy Yankee - Bad Bunny,single,3300801.0,True,Soltera (Remix),2019-05-01,0.795,0.755,5.0,-4.788,1.0,0.0454,0.327,0.0,0.464,0.816,92.02,266192.0,latin
40609,Global,5370.4,bad idea,Ariana Grande,album,52571724.0,False,"thank u, next",2018-02-07,0.847,0.58,1.0,-5.316,1.0,0.0723,0.0276,0.0548,0.1,0.575,137.995,267107.0,pop
55718,Global,5366.399999999999,hipócrita,Anuel AA - Zion,album,14877871.0,False,Real Hasta la Muerte,2018-07-17,0.79,0.858,2.0,-2.78,1.0,0.0471,0.303,0.0,0.61,0.79,92.05,192000.0,latin
11866,Global,5365.599999999999,we paid,Lil Baby - 42 Dugg,album,5372519.0,True,My Turn (Deluxe),2020-05-01,0.926,0.542,1.0,-5.064,1.0,0.293,0.135,0.0,0.0877,0.564,135.14,181929.0,hip hop
62398,Global,5365.1,up all night,Khalid,single,12829933,False,Up All Night,2019-11-14,0.665,0.7120000000000001,1.0,-7.536,1.0,0.0527,0.00103,0.0034200000000000003,0.102,0.669,93.989,157220.0,r&b/soul
44907,Global,5342.5,new patek,Lil Uzi Vert,single,10065137.0,True,New Patek,2018-09-18,0.85,0.785,8.0,-4.963,0.0,0.345,0.0367,0.0,0.155,0.718,145.063,343099.0,rap
16068,Global,5331.349999999999,ciao adios,Anne-Marie,single,6611345.0,False,Ciao Adios,2017-02-10,0.698,0.882,4.0,-3.0780000000000003,0.0,0.0863,0.127,0.0,0.15,0.445,106.083,200105.0,pop
9391,Global,5329.15,how you like that,BLACKPINK,album,16413563.0,False,THE ALBUM,2020-10-02,0.812,0.8,11.0,-4.282,1.0,0.077,0.0375,0.000112,0.0638,0.35700000000000004,130.036,180947.0,k-pop
42122,Global,5321.999999999999,4 am,2 Chainz - Travis Scott,album,5854248.0,True,Pretty Girls Like Trap Music,2017-06-16,0.7959999999999999,0.5,1.0,-7.21,1.0,0.425,0.118,0.0,0.155,0.227,75.012,255560.0,hip hop
49859,Global,5301.349999999999,solo,JENNIE,single,457338.0,False,SOLO,2018-11-12,0.7509999999999999,0.642,3.0,-5.165,0.0,0.087,0.0861,0.0,0.0953,0.388,95.045,169567.0,k-pop
46579,Global,5298.249999999999,skin,Rag'n'Bone Man,album,1258651.0,False,Human (Deluxe),2017-02-10,0.565,0.745,0.0,-7.733,1.0,0.31,0.265,0.0,0.147,0.35200000000000004,170.65400000000002,239627.0,r&b/soul
75872,Global,5294.4000000000015,bad!,XXXTENTACION,single,22910410,False,BAD!,2018-11-09,0.78,0.4920000000000001,5.0,-3.4,0.0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246.0,rap
68298,Global,5293.6500000000015,daisy,Ashnikko,single,478088,True,Daisy,2020-07-09,0.8340000000000001,0.6629999999999999,8.0,-6.143,1.0,0.133,0.235,0.0,0.3720000000000001,0.774,121.876,146523.0,pop
24748,Global,5288.050000000001,my exs best friend,Machine Gun Kelly - blackbear,album,2691848.0,True,Tickets To My Downfall,2020-09-25,0.731,0.675,5.0,-5.134,0.0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461.0,hip hop
14295,Global,5275.300000000001,el favor,Dímelo Flow - Nicky Jam - Sech - Farruko - Zion - Lunay,single,180280.0,False,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",2019-08-30,0.747,0.647,9.0,-3.234,1.0,0.0737,0.113,0.0,0.112,0.478,87.988,233113.0,latin
41808,Global,5272.8,lighthouse - andrelli remix,Hearts & Colors - Andrelli,single,110014.0,False,Lighthouse (Andrelli Remix),2016-11-11,0.595,0.662,11.0,-6.858,0.0,0.0362,0.0178,0.0,0.0804,0.417,96.053,218447.0,pop
31579,Global,5270.649999999998,adan y eva,Paulo Londra,album,11427104.0,False,Homerun,2019-05-23,0.767,0.7090000000000001,1.0,-4.47,1.0,0.336,0.32299999999999995,0.0,0.0745,0.72,171.993,256972.0,hip hop
67254,Global,5268.050000000001,best part,H.E.R. - Daniel Caesar,album,3063486,False,H.E.R.,2017-10-20,0.473,0.371,4.0,-10.219,0.0,0.0405,0.795,0.0,0.109,0.413,75.208,209400.0,r&b/soul
53333,Global,5267.999999999998,si supieras,Daddy Yankee - Wisin & Yandel,single,20661027.0,False,Si Supieras,2019-06-28,0.691,0.894,9.0,-1.681,0.0,0.115,0.29100000000000004,0.0,0.104,0.623,184.019,241880.0,latin
81675,Global,5257.100000000002,girls,Rita Ora - Bebe Rexha - Charli XCX - Cardi B,single,6139442,True,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",2018-05-11,0.728,0.69,8.0,-4.3439999999999985,0.0,0.0524,0.0164,0.0,0.104,0.415,94.028,221153.0,pop
45333,Global,5245.250000000001,jingle bell rock,Bobby Helms,album,16168.0,False,The Classic Years: 1956-1962,1992-01-01,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973.0,else
51835,Global,5223.9,el efecto,Rauw Alejandro - Chencho Corleone,single,2633096.0,False,El Efecto,2019-03-15,0.8490000000000001,0.7809999999999999,0.0,-4.635,0.0,0.159,0.406,0.0,0.0801,0.893,84.041,217143.0,pop
64180,Global,5220.15,that way - bonus track,Lil Uzi Vert,album,10065137,True,Eternal Atake,2020-03-06,0.7120000000000001,0.598,7.0,-5.3679999999999986,0.0,0.0388,0.0546,0.0,0.154,0.504,130.007,212354.0,rap
7139,Global,5199.1,stoopid,6ix9ine - Bobby Shmurda,single,5963018.0,True,STOOPID,2018-10-05,0.733,0.63,11.0,-4.296,1.0,0.395,0.13,0.0,0.162,0.8320000000000001,149.989,152000.0,rap
35412,Global,5190.599999999999,desconocidos,Mau y Ricky - Manuel Turizo - Camilo,album,2444425.0,True,Para Aventuras y Curiosidades,2019-05-03,0.7190000000000001,0.753,7.0,-4.891,1.0,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564.0,latin
58573,Global,5185.0,believer,Imagine Dragons,single,30723081.0,False,Believer,2017-01-31,0.77,0.787,10.0,-4.402,0.0,0.113,0.0482,0.0,0.108,0.6990000000000001,125.013,203782.0,rock
12597,Global,5163.600000000003,pop out,Polo G - Lil Tjay,single,2382140.0,True,Pop Out (feat. Lil Tjay),2019-02-07,0.861,0.621,1.0,-7.106,1.0,0.362,0.121,0.0,0.0689,0.254,83.976,166640.0,rap
43944,Global,5101.700000000002,homemade dynamite  - remix,Lorde - Khalid - Post Malone - SZA,single,6631708.0,True,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",2017-09-14,0.541,0.557,0.0,-5.0939999999999985,0.0,0.173,0.272,0.0,0.156,0.173,106.122,214255.0,pop
25455,Global,5097.600000000003,loco enamorado,Abraham Mateo - Farruko - Christian Daniel,single,1117713.0,False,Loco Enamorado,2017-06-23,0.69,0.872,11.0,-2.984,0.0,0.0588,0.226,0.0,0.0858,0.731,94.0,252200.0,latin
81720,Global,5096.599999999999,wasted times,The Weeknd,single,25562055,True,"My Dear Melancholy,",2018-03-30,0.562,0.674,10.0,-6.049,0.0,0.0851,0.622,2.04e-05,0.111,0.293,122.699,220293.0,r&b/soul
42462,Global,5095.5,youth feat. khalid,Shawn Mendes - Khalid,album,29743681.0,False,Shawn Mendes,2018-05-25,0.518,0.596,6.0,-6.653,0.0,0.124,0.569,0.0,0.133,0.326,100.28,190867.0,pop
56743,Global,5066.349999999999,taki taki,DJ Snake - Selena Gomez - Ozuna - Cardi B,album,7101818.0,True,Carte Blanche,2019-07-25,0.8420000000000001,0.8009999999999999,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500.0,pop
67860,Global,5066.250000000001,summer air,ItaloBrothers,single,357754,False,Summer Air,2016-09-30,0.755,0.7509999999999999,8.0,-4.034,1.0,0.0748,0.0635,0.0,0.0812,0.491,102.002,183587.0,pop
69495,Global,5059.25,turks,NAV - Gunna - Travis Scott,single,2237000,True,Turks,2020-03-27,0.893,0.618,7.0,-4.425,0.0,0.112,0.0827,0.0,0.542,0.389,119.099,161377.0,hip hop
55980,Global,5057.599999999999,splashin,Rich The Kid,single,2367135.0,True,Splashin,2018-12-04,0.942,0.383,10.0,-8.099,1.0,0.565,0.00195,0.0,0.0922,0.38,100.021,177806.0,hip hop
1183,Global,5042.4000000000015,tak tiki tak,Harry Nach,single,73180.0,True,Tak Tiki Tak,2020-07-10,0.8009999999999999,0.579,11.0,-4.78,0.0,0.0813,0.333,0.000355,0.172,0.231,99.994,212406.0,reggaeton
66162,Global,5039.75,suncity,Khalid - Empress Of,album,12829933,False,Suncity,2018-10-18,0.695,0.639,7.0,-6.897,0.0,0.153,0.107,0.000657,0.118,0.344,90.027,189493.0,r&b/soul
75199,Global,5037.249999999998,déjate llevar,Juan Magán - Belinda - Manuel Turizo - Snova - B-Case,single,1510490,False,Déjate Llevar,2017-11-28,0.675,0.7240000000000001,7.0,-5.502999999999999,1.0,0.0787,0.0166,0.0,0.6970000000000001,0.506,92.051,233072.0,pop
33536,Global,5024.25,thunder,Imagine Dragons,single,30723081.0,False,Thunder,2017-04-27,0.601,0.8340000000000001,0.0,-3.78,1.0,0.0455,0.00502,0.15,0.121,0.249,167.87900000000005,187761.0,rock
41180,Global,5003.200000000002,imagine,Ariana Grande,album,52571724.0,True,"thank u, next",2019-02-08,0.7290000000000001,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,212267.0,pop
8071,Global,4989.249999999999,flex,Polo G - Juice WRLD,album,2382140.0,True,THE GOAT,2020-05-15,0.752,0.6729999999999999,10.0,-5.792000000000002,0.0,0.153,0.0538,0.0,0.133,0.35,164.009,163902.0,rap
